feature_id,distance,odometer,joint_number,relative_position,angle,feature_type,depth_percent,length,width,wall_thickness,weld_type,elevation,j_len
C-1570,5365.86,5365.86,1570.0,22.31,141.5,Cluster,0.11,3.59,5.2,0.344,,,40.11
C-1570,5379.43,5379.43,1570.0,35.87,138.0,Cluster,0.4,3.78,19.14,0.344,,,40.11
C-1600,5447.33,5447.33,1600.0,0.74,201.0,Cluster,0.12,2.09,16.57,0.344,,,40.07
ML-1600,5458.94,5458.94,1600.0,12.36,380.0,metal loss-manufacturing anomaly,0.11,3.82,1.06,0.344,,,40.07
C-1700,5830.69,5830.69,1700.0,39.06,203.5,Cluster,0.19,1.66,6.26,0.344,,,40.01
ML-1990,6924.26,6924.26,1990.0,23.68,374.0,metal loss-manufacturing anomaly,0.14,0.59,0.55,0.344,,,39.98
ML-1990,6925.53,6925.53,1990.0,24.96,292.5,metal loss-manufacturing anomaly,0.2,0.55,0.59,0.344,,,39.98
ML-2000,6979.62,6979.62,2000.0,39.06,160.5,metal loss,0.17,1.65,2.01,0.344,,,39.92
ML-2000,6979.64,6979.64,2000.0,39.08,201.0,metal loss,0.25,1.26,3.9,0.344,,,39.92
C-2020,7052.36,7052.36,2020.0,39.05,115.0,Cluster,0.18,1.99,5.38,0.344,,,39.94
ML-2170,7637.41,7637.41,2170.0,24.7,273.5,metal loss,0.19,1.38,1.18,0.344,,,39.87
ML-2170,7637.75,7637.75,2170.0,25.04,272.5,metal loss,0.14,1.46,1.53,0.344,,,39.87
C-2170,7638.8,7638.8,2170.0,26.09,289.0,Cluster,0.11,3.06,3.46,0.344,,,39.87
C-2170,7651.24,7651.24,2170.0,38.53,193.5,Cluster,0.11,3.41,1.38,0.344,,,39.87
ML-2370,8421.4,8421.4,2370.0,39.13,206.0,metal loss,0.11,0.87,1.1,0.344,,,40.05
C-2450,8725.0,8725.0,2450.0,38.95,145.0,Cluster,0.1,3.94,4.61,0.344,,,39.92
ML-2500,8889.36,8889.36,2500.0,3.72,326.0,metal loss-manufacturing anomaly,0.13,0.47,0.71,0.344,,,39.92
ML-2500,8889.87,8889.87,2500.0,4.23,213.5,metal loss-manufacturing anomaly,0.14,1.61,0.71,0.344,,,39.92
ML-2660,9473.05,9473.05,2660.0,1.44,157.5,metal loss,0.1,0.71,0.59,0.344,,,20.51
C-2860,10202.72,10202.72,2860.0,38.82,215.5,Cluster,0.13,2.65,3.81,0.344,,,40.04
ML-2920,10392.93,10392.93,2920.0,8.37,251.0,metal loss-manufacturing anomaly,0.17,3.66,0.71,0.344,,,39.9
ML-2920,10404.26,10404.26,2920.0,19.7,71.5,metal loss-manufacturing anomaly,0.17,3.58,0.63,0.344,,,39.9
C-2950,10505.17,10505.17,2950.0,0.76,155.0,Cluster,0.1,4.09,13.28,0.344,,,40.01
C-2960,10574.38,10574.38,2960.0,29.95,130.5,Cluster,0.21,6.8,5.8,0.344,,,40.0
C-2960,10575.13,10575.13,2960.0,30.7,129.5,Cluster,0.17,6.35,2.87,0.344,,,40.0
C-2960,10577.51,10577.51,2960.0,33.09,190.0,Cluster,0.12,2.87,1.43,0.344,,,40.0
C-2960,10583.42,10583.42,2960.0,39.0,193.5,Cluster,0.19,2.99,2.91,0.344,,,40.0
ML-2960,10583.57,10583.57,2960.0,39.15,116.5,metal loss,0.26,1.06,2.28,0.344,,,40.0
C-3010,10743.51,10743.51,3010.0,0.54,159.0,Cluster,0.23,2.6,2.39,0.344,,,19.74
ML-3090,11046.93,11046.93,3090.0,4.3,102.5,metal loss-manufacturing anomaly,0.12,0.63,0.75,0.344,,,39.97
ML-3370,12180.29,12180.29,3370.0,19.85,316.0,metal loss-manufacturing anomaly,0.13,3.78,1.46,0.344,,,39.96
ML-3420,12381.12,12381.12,3420.0,20.9,151.0,metal loss-manufacturing anomaly,0.2,3.66,2.68,0.344,,,33.5
ML-3630,13138.89,13138.89,3630.0,0.6,122.5,metal loss,0.33,5.51,0.63,0.344,,,39.99
C-3630,13138.9,13138.9,3630.0,0.61,137.5,Cluster,0.34,8.47,25.13,0.344,,,39.99
ML-3630,13139.11,13139.11,3630.0,0.82,97.5,metal loss,0.11,0.98,1.77,0.344,,,39.99
C-3700,13393.85,13393.85,3700.0,0.76,354.0,Cluster,0.14,2.52,8.15,0.344,,,40.02
ML-3810,13836.19,13836.19,3810.0,22.51,319.5,metal loss-manufacturing anomaly,0.14,0.83,0.87,0.344,,,39.98
ML-4150,14928.01,14928.01,4150.0,25.71,35.5,metal loss,0.26,0.91,0.94,0.344,,,39.87
C-4150,14928.2,14928.2,4150.0,25.9,33.5,Cluster,0.1,1.57,3.31,0.344,,,39.87
C-4160,14943.65,14943.65,4160.0,1.48,184.0,Cluster,0.14,3.23,2.16,0.344,,,3.0
C-4160,14944.39,14944.39,4160.0,2.22,150.0,Cluster,0.13,4.16,3.35,0.344,,,3.0
C-4160,14944.44,14944.44,4160.0,2.27,204.0,Cluster,0.14,7.08,6.14,0.344,,,3.0
C-4170,14945.2,14945.2,4170.0,0.03,143.0,Cluster,0.1,8.15,6.03,0.5,,,4.54
C-4170,14948.96,14948.96,4170.0,3.79,142.0,Cluster,0.14,5.27,8.84,0.5,,,4.54
C-4180,14950.79,14950.79,4180.0,1.08,152.0,Cluster,0.15,3.43,3.5,0.344,,,2.98
C-4180,14951.13,14951.13,4180.0,1.42,115.5,Cluster,0.25,6.48,10.52,0.344,,,2.98
ML-4190,14952.76,14952.76,4190.0,0.07,173.0,metal loss,0.31,0.98,4.09,0.344,,,13.2
ML-4210,15034.27,15034.27,4210.0,28.46,268.5,metal loss,0.11,0.71,0.67,0.344,,,39.94
C-4210,15036.01,15036.01,4210.0,30.19,258.5,Cluster,0.13,3.04,3.31,0.344,,,39.94
C-4220,15054.15,15054.15,4220.0,8.4,159.0,Cluster,0.15,5.14,5.32,0.344,,,39.91
ML-4220,15066.49,15066.49,4220.0,20.74,94.5,metal loss,0.12,1.1,1.02,0.344,,,39.91
ML-4220,15072.99,15072.99,4220.0,27.23,254.5,metal loss,0.14,0.75,0.59,0.344,,,39.91
ML-4220,15074.18,15074.18,4220.0,28.43,284.0,metal loss,0.18,0.71,0.71,0.344,,,39.91
C-4220,15075.24,15075.24,4220.0,29.49,278.0,Cluster,0.29,4.66,2.95,0.344,,,39.91
ML-4220,15075.83,15075.83,4220.0,30.08,289.0,metal loss,0.22,0.71,0.71,0.344,,,39.91
ML-4220,15078.28,15078.28,4220.0,32.52,278.5,metal loss,0.11,0.71,0.79,0.344,,,39.91
C-4220,15078.58,15078.58,4220.0,32.83,279.0,Cluster,0.25,3.47,1.28,0.344,,,39.91
C-4220,15084.72,15084.72,4220.0,38.97,112.0,Cluster,0.18,1.81,6.3,0.344,,,39.91
C-4230,15086.39,15086.39,4230.0,0.73,96.0,Cluster,0.19,4.32,10.74,0.344,,,39.9
ML-4300,15275.68,15275.68,4300.0,0.78,144.0,metal loss,0.1,2.09,0.71,0.344,,,16.59
ML-4340,15345.69,15345.69,4340.0,12.78,130.0,metal loss,0.24,2.05,6.02,0.344,,,12.99
ML-4360,15357.47,15357.47,4360.0,2.52,151.5,metal loss,0.16,1.1,1.18,0.344,,,11.94
ML-4390,15433.66,15433.66,4390.0,15.48,291.5,metal loss-manufacturing anomaly,0.2,0.51,0.71,0.344,,,25.16
C-4430,15564.27,15564.27,4430.0,0.71,144.5,Cluster,0.24,2.72,2.28,0.344,,,40.03
ML-4520,15957.99,15957.99,4520.0,39.71,118.5,metal loss,0.1,0.75,0.83,0.344,,,40.08
ML-4540,16000.75,16000.75,4540.0,2.36,225.0,metal loss-manufacturing anomaly,0.16,0.71,0.59,0.344,,,39.88
ML-4540,16017.19,16017.19,4540.0,18.8,224.5,metal loss-manufacturing anomaly,0.1,0.79,0.71,0.344,,,39.88
ML-4640,16436.07,16436.07,4640.0,39.03,147.5,metal loss,0.1,0.94,0.67,0.344,,,39.9
C-4660,16509.36,16509.36,4660.0,32.57,147.0,Cluster,0.35,4.56,11.58,0.344,,,39.94
ML-4660,16509.87,16509.87,4660.0,33.08,198.5,metal loss,0.1,1.81,2.09,0.344,,,39.94
C-4660,16515.7,16515.7,4660.0,38.9,199.5,Cluster,0.2,3.48,16.19,0.344,,,39.94
ML-4680,16595.76,16595.76,4680.0,39.01,248.5,metal loss,0.14,2.84,0.71,0.344,,,39.99
ML-4690,16597.57,16597.57,4690.0,0.83,194.5,metal loss,0.12,1.61,0.79,0.344,,,40.01
ML-4690,16597.57,16597.57,4690.0,0.83,145.0,metal loss,0.1,1.69,8.19,0.344,,,40.01
C-4710,16677.37,16677.37,4710.0,0.69,73.0,Cluster,0.18,4.88,24.86,0.344,,,39.98
C-4730,16756.69,16756.69,4730.0,0.03,97.5,Cluster,0.12,4.25,3.86,0.344,,,39.99
C-5100,18175.87,18175.87,5100.0,38.78,132.0,Cluster,0.2,4.97,6.79,0.344,,,39.88
ML-5100,18175.91,18175.91,5100.0,38.81,202.5,metal loss,0.18,0.87,0.59,0.344,,,39.88
ML-5100,18175.92,18175.92,5100.0,38.83,179.0,metal loss,0.23,0.87,0.87,0.344,,,39.88
ML-5120,18186.01,18186.01,5120.0,0.83,181.0,metal loss,0.14,1.1,3.42,0.344,,,40.02
C-5270,18814.52,18814.52,5270.0,34.87,221.5,Cluster,0.67,1.88,3.5,0.344,,,35.11
ML-5400,19295.4,19295.4,5400.0,39.12,158.5,metal loss,0.12,1.02,2.99,0.344,,,39.99
ML-5560,19910.87,19910.87,5560.0,14.48,200.0,metal loss,0.1,0.59,0.71,0.344,,,39.95
ML-5590,20016.6,20016.6,5590.0,0.34,123.0,metal loss,0.1,0.71,0.67,0.344,,,39.95
C-5660,20335.14,20335.14,5660.0,38.97,198.0,Cluster,0.21,3.59,5.01,0.344,,,40.01
ML-5660,20335.33,20335.33,5660.0,39.16,218.5,metal loss,0.11,1.18,1.89,0.344,,,40.01
ML-5680,20413.71,20413.71,5680.0,37.5,173.5,metal loss,0.11,1.81,2.87,0.344,,,38.63
C-5840,21019.81,21019.81,5840.0,39.22,153.5,Cluster,0.25,1.85,8.88,0.344,,,40.14
C-5920,21282.56,21282.56,5920.0,0.68,116.5,Cluster,0.28,4.84,8.11,0.344,,,39.94
ML-5920,21282.57,21282.57,5920.0,0.7,251.5,metal loss,0.11,1.65,2.28,0.344,,,39.94
ML-5920,21282.59,21282.59,5920.0,0.71,275.0,metal loss,0.14,1.3,2.05,0.344,,,39.94
ML-5920,21282.59,21282.59,5920.0,0.71,219.0,metal loss,0.17,1.65,4.21,0.344,,,39.94
ML-5920,21304.48,21304.48,5920.0,22.6,94.5,metal loss-manufacturing anomaly,0.14,0.59,0.59,0.344,,,39.94
C-5920,21307.63,21307.63,5920.0,25.76,190.5,Cluster,0.39,7.13,2.98,0.344,,,39.94
ML-5930,21341.79,21341.79,5930.0,19.97,171.5,metal loss,0.11,3.54,6.1,0.344,,,39.99
C-5930,21353.03,21353.03,5930.0,31.22,141.5,Cluster,0.23,4.99,17.47,0.344,,,39.99
C-5930,21355.45,21355.45,5930.0,33.64,120.5,Cluster,0.19,3.02,6.45,0.344,,,39.99
ML-5930,21360.9,21360.9,5930.0,39.09,221.0,metal loss,0.26,1.5,7.17,0.344,,,39.99
C-5940,21362.42,21362.42,5940.0,0.62,215.5,Cluster,0.28,3.66,14.43,0.344,,,40.03
C-5940,21362.49,21362.49,5940.0,0.69,151.0,Cluster,0.32,4.5,9.68,0.344,,,40.03
ML-5940,21362.53,21362.53,5940.0,0.73,131.5,metal loss,0.4,3.27,0.63,0.344,,,40.03
ML-5940,21362.56,21362.56,5940.0,0.75,103.0,metal loss,0.2,0.83,1.89,0.344,,,40.03
ML-5940,21362.58,21362.58,5940.0,0.77,323.5,metal loss,0.13,1.3,1.42,0.344,,,40.03
C-5950,21438.79,21438.79,5950.0,36.95,164.0,Cluster,0.64,7.79,19.23,0.344,,,40.02
ML-6010,21680.42,21680.42,6010.0,38.65,163.5,metal loss,0.15,0.75,1.3,0.344,,,39.88
ML-6010,21681.38,21681.38,6010.0,39.61,200.0,metal loss,0.1,2.24,1.3,0.344,,,39.88
ML-6060,21815.32,21815.32,6060.0,11.02,208.5,metal loss,0.1,0.91,0.87,0.344,,,40.16
C-6070,21845.23,21845.23,6070.0,0.77,221.0,Cluster,0.1,1.36,4.92,0.344,,,40.01
ML-6070,21845.28,21845.28,6070.0,0.82,117.5,metal loss,0.11,1.53,6.34,0.344,,,40.01
C-6120,22083.48,22083.48,6120.0,39.04,139.5,Cluster,0.48,2.83,11.63,0.344,,,40.0
C-6120,22083.5,22083.5,6120.0,39.06,209.0,Cluster,0.16,2.48,11.02,0.344,,,40.0
ML-6220,22483.34,22483.34,6220.0,39.05,207.5,metal loss,0.1,2.6,0.71,0.344,,,40.01
ML-6230,22485.22,22485.22,6230.0,0.92,373.0,metal loss-manufacturing anomaly,0.11,3.39,0.71,0.344,,,39.84
ML-6270,22651.75,22651.75,6270.0,30.62,86.0,metal loss-manufacturing anomaly,0.13,0.83,0.55,0.344,,,40.07
C-6310,22781.94,22781.94,6310.0,0.87,172.5,Cluster,0.18,3.26,5.59,0.344,,,40.02
C-6350,22941.65,22941.65,6350.0,0.76,179.5,Cluster,0.15,3.23,7.6,0.344,,,40.09
ML-6370,23022.0,23022.0,6370.0,0.82,160.0,metal loss,0.14,1.06,0.94,0.344,,,40.07
ML-6370,23029.38,23029.38,6370.0,8.2,220.0,metal loss-manufacturing anomaly,0.12,0.47,0.71,0.344,,,40.07
ML-6370,23032.33,23032.33,6370.0,11.15,106.5,metal loss-manufacturing anomaly,0.1,0.63,0.71,0.344,,,40.07
ML-6400,23161.46,23161.46,6400.0,20.19,55.0,metal loss-manufacturing anomaly,0.1,3.35,1.22,0.344,,,39.99
ML-6400,23162.08,23162.08,6400.0,20.8,50.0,metal loss-manufacturing anomaly,0.25,5.2,0.71,0.344,,,39.99
C-6520,23608.37,23608.37,6520.0,0.71,79.5,Cluster,0.15,2.78,17.2,0.344,,,39.94
C-6520,23635.74,23635.74,6520.0,28.08,368.5,Cluster,0.23,5.95,8.4,0.344,,,39.94
ML-6520,23644.93,23644.93,6520.0,37.27,258.0,metal loss-manufacturing anomaly,0.1,0.51,0.71,0.344,,,39.94
C-6530,23674.28,23674.28,6530.0,26.68,92.5,Cluster,0.29,2.45,28.97,0.344,,,27.64
ML-6530,23674.29,23674.29,6530.0,26.69,241.5,metal loss,0.14,2.09,1.3,0.344,,,27.64
C-6530,23674.34,23674.34,6530.0,26.74,267.0,Cluster,0.16,1.39,6.24,0.344,,,27.64
ML-6540,23675.98,23675.98,6540.0,0.74,154.5,metal loss,0.26,0.98,1.14,0.344,,,39.94
C-6550,23754.1,23754.1,6550.0,38.92,164.0,Cluster,0.38,3.04,10.01,0.344,,,39.94
ML-6790,24662.22,24662.22,6790.0,3.76,267.5,metal loss-manufacturing anomaly,0.13,3.78,2.01,0.344,,,39.79
C-6930,25249.8,25249.8,6930.0,39.04,176.0,Cluster,0.14,1.14,5.8,0.344,,,39.93
ML-7120,25875.11,25875.11,7120.0,37.76,67.0,metal loss-manufacturing anomaly,0.12,0.55,0.71,0.344,,,39.96
ML-7180,26080.87,26080.87,7180.0,3.85,362.5,metal loss-manufacturing anomaly,0.1,0.67,0.59,0.344,,,20.02
ML-7260,26416.04,26416.04,7260.0,39.13,106.0,metal loss-manufacturing anomaly,0.21,3.62,0.59,0.344,,,40.02
ML-7380,26867.58,26867.58,7380.0,38.59,223.5,metal loss,0.15,1.38,1.5,0.344,,,39.81
ML-7380,26867.91,26867.91,7380.0,38.92,234.0,metal loss,0.14,1.58,2.01,0.344,,,39.81
C-7380,26867.93,26867.93,7380.0,38.93,131.5,Cluster,0.31,1.33,11.88,0.344,,,39.81
C-7380,26868.17,26868.17,7380.0,39.18,182.5,Cluster,0.22,2.58,2.83,0.344,,,39.81
C-7400,26930.57,26930.57,7400.0,39.0,65.5,Cluster,0.12,3.12,4.82,0.344,,,40.05
ML-7420,26946.29,26946.29,7420.0,0.74,372.0,metal loss,0.25,2.68,0.71,0.344,,,29.84
ML-7520,27316.61,27316.61,7520.0,0.86,177.0,metal loss-manufacturing anomaly,0.16,0.91,0.83,0.344,,,39.97
ML-7580,27579.43,27579.43,7580.0,23.68,40.5,metal loss-manufacturing anomaly,0.12,5.24,1.38,0.344,,,39.97
ML-7580,27581.21,27581.21,7580.0,25.46,34.5,metal loss-manufacturing anomaly,0.24,3.9,0.87,0.344,,,39.97
ML-7580,27582.11,27582.11,7580.0,26.35,32.0,metal loss-manufacturing anomaly,0.21,3.42,0.75,0.344,,,39.97
ML-7580,27582.56,27582.56,7580.0,26.81,30.5,metal loss-manufacturing anomaly,0.11,3.46,2.17,0.344,,,39.97
ML-7580,27582.88,27582.88,7580.0,27.12,37.5,metal loss-manufacturing anomaly,0.21,3.39,0.75,0.344,,,39.97
ML-7660,27892.3,27892.3,7660.0,16.37,248.5,metal loss-manufacturing anomaly,0.1,3.23,1.06,0.344,,,39.91
ML-7670,27944.8,27944.8,7670.0,28.97,302.0,metal loss-manufacturing anomaly,0.2,1.06,1.18,0.344,,,39.74
ML-7700,28027.51,28027.51,7700.0,18.8,211.0,metal loss-manufacturing anomaly,0.1,0.43,0.71,0.344,,,39.98
ML-7750,28207.03,28207.03,7750.0,17.92,315.5,metal loss-manufacturing anomaly,0.17,4.33,1.42,0.344,,,32.58
ML-7900,28783.01,28783.01,7900.0,8.91,143.5,metal loss-manufacturing anomaly,0.13,6.3,1.89,0.344,,,39.97
C-7910,28814.67,28814.67,7910.0,0.61,123.0,Cluster,0.3,4.73,21.05,0.344,,,40.01
C-7960,29052.98,29052.98,7960.0,38.85,100.0,Cluster,0.42,5.77,42.81,0.344,,,40.0
C-7990,29128.12,29128.12,7990.0,0.62,117.0,Cluster,0.38,3.5,20.36,0.344,,,40.0
C-7990,29146.54,29146.54,7990.0,19.04,164.5,Cluster,0.35,8.46,10.87,0.344,,,40.0
ML-8000,29206.49,29206.49,8000.0,38.99,223.5,metal loss,0.38,2.09,9.8,0.344,,,39.91
ML-8000,29206.54,29206.54,8000.0,39.04,111.0,metal loss,0.17,1.18,5.95,0.344,,,39.91
C-8000,29206.61,29206.61,8000.0,39.1,157.0,Cluster,0.32,4.13,10.41,0.344,,,39.91
C-8010,29207.99,29207.99,8010.0,0.58,144.0,Cluster,0.21,6.46,3.65,0.344,,,39.98
C-8010,29208.08,29208.08,8010.0,0.67,194.5,Cluster,0.11,4.93,6.08,0.344,,,39.98
ML-8010,29208.13,29208.13,8010.0,0.72,176.0,metal loss,0.36,4.41,1.18,0.344,,,39.98
ML-8060,29410.95,29410.95,8060.0,3.26,170.0,metal loss,0.13,1.38,1.06,0.344,,,40.09
C-8060,29414.83,29414.83,8060.0,7.14,178.5,Cluster,0.11,4.56,6.12,0.344,,,40.09
C-8060,29417.63,29417.63,8060.0,9.95,159.0,Cluster,0.22,6.3,3.35,0.344,,,40.09
C-8060,29419.53,29419.53,8060.0,11.84,158.5,Cluster,0.22,4.18,2.91,0.344,,,40.09
ML-8060,29446.91,29446.91,8060.0,39.22,148.5,metal loss,0.15,0.91,1.22,0.344,,,40.09
ML-8060,29446.92,29446.92,8060.0,39.24,251.0,metal loss,0.42,1.02,3.86,0.344,,,40.09
ML-8070,29452.86,29452.86,8070.0,5.08,194.0,metal loss-manufacturing anomaly,0.15,0.55,0.71,0.344,,,39.97
ML-8280,30262.24,30262.24,8280.0,30.33,190.0,metal loss,0.1,1.26,1.65,0.344,,,39.92
ML-8280,30264.0,30264.0,8280.0,32.09,143.5,metal loss,0.1,1.06,1.14,0.344,,,39.92
C-8340,30471.96,30471.96,8340.0,0.56,183.0,Cluster,0.17,4.76,11.46,0.344,,,39.96
ML-8360,30570.99,30570.99,8360.0,19.71,344.5,metal loss-manufacturing anomaly,0.19,3.31,0.55,0.344,,,40.01
ML-8360,30573.44,30573.44,8360.0,22.16,349.0,metal loss-manufacturing anomaly,0.1,4.17,4.25,0.344,,,40.01
ML-8360,30574.03,30574.03,8360.0,22.74,355.5,metal loss-manufacturing anomaly,0.26,3.66,0.71,0.344,,,40.01
ML-8360,30574.76,30574.76,8360.0,23.47,348.0,metal loss-manufacturing anomaly,0.1,3.11,0.87,0.344,,,40.01
ML-8360,30576.1,30576.1,8360.0,24.82,346.5,metal loss-manufacturing anomaly,0.15,3.58,7.01,0.344,,,40.01
ML-8360,30576.86,30576.86,8360.0,25.58,351.0,metal loss-manufacturing anomaly,0.1,3.23,1.58,0.344,,,40.01
ML-8360,30577.29,30577.29,8360.0,26.01,345.0,metal loss-manufacturing anomaly,0.14,4.02,3.74,0.344,,,40.01
ML-8360,30577.99,30577.99,8360.0,26.71,340.0,metal loss-manufacturing anomaly,0.1,4.13,8.66,0.344,,,40.01
ML-8360,30578.61,30578.61,8360.0,27.33,344.0,metal loss-manufacturing anomaly,0.28,3.94,6.38,0.344,,,40.01
ML-8390,30676.87,30676.87,8390.0,5.65,192.0,metal loss-manufacturing anomaly,0.17,3.03,0.55,0.344,,,39.93
ML-8390,30676.88,30676.88,8390.0,5.65,197.0,metal loss-manufacturing anomaly,0.13,2.79,0.63,0.344,,,39.93
ML-8500,31013.67,31013.67,8500.0,5.28,128.0,metal loss-manufacturing anomaly,0.15,0.47,0.71,0.344,,,39.9
C-8650,31509.12,31509.12,8650.0,0.68,68.5,Cluster,0.31,6.41,31.02,0.344,,,40.07
C-8650,31509.22,31509.22,8650.0,0.79,302.5,Cluster,0.14,3.59,14.6,0.344,,,40.07
C-8660,31549.2,31549.2,8660.0,0.7,87.0,Cluster,0.28,5.63,6.43,0.344,,,15.91
C-8660,31549.2,31549.2,8660.0,0.7,162.0,Cluster,0.12,4.92,4.34,0.344,,,15.91
C-8660,31551.06,31551.06,8660.0,2.56,345.0,Cluster,0.11,6.3,7.92,0.344,,,15.91
C-8680,31574.91,31574.91,8680.0,0.77,191.0,Cluster,0.52,4.91,8.27,0.344,,,10.89
C-8680,31574.95,31574.95,8680.0,0.8,119.0,Cluster,0.1,3.01,5.43,0.344,,,10.89
ML-8680,31574.96,31574.96,8680.0,0.81,164.5,metal loss,0.24,4.13,2.28,0.344,,,10.89
ML-8680,31583.48,31583.48,8680.0,9.33,194.0,metal loss,0.19,1.42,1.77,0.344,,,10.89
ML-8690,31586.57,31586.57,8690.0,1.53,173.0,metal loss,0.16,1.3,3.62,0.344,,,21.15
C-8830,31980.44,31980.44,8830.0,39.04,133.0,Cluster,0.13,3.34,16.86,0.344,,,40.04
C-9030,32514.08,32514.08,9030.0,28.99,347.0,Cluster,0.16,4.18,2.2,0.344,,,29.35
C-9060,32594.86,32594.86,9060.0,0.77,200.0,Cluster,0.28,1.45,3.58,0.344,,,39.99
ML-9060,32594.9,32594.9,9060.0,0.82,132.5,metal loss,0.1,0.94,1.34,0.344,,,39.99
C-9160,32925.21,32925.21,9160.0,13.11,220.0,Cluster,0.31,21.61,16.78,0.344,,,39.93
C-9160,32925.99,32925.99,9160.0,13.89,188.5,Cluster,0.21,4.21,2.89,0.344,,,39.93
ML-9160,32927.13,32927.13,9160.0,15.03,206.5,metal loss,0.19,1.46,0.75,0.344,,,39.93
C-9160,32928.3,32928.3,9160.0,16.2,218.5,Cluster,0.14,2.57,5.09,0.344,,,39.93
C-9170,32952.77,32952.77,9170.0,0.74,216.0,Cluster,0.1,2.57,2.49,0.344,,,40.04
C-9180,33031.11,33031.11,9180.0,39.04,222.5,Cluster,0.1,2.95,5.63,0.344,,,40.02
C-9180,33031.14,33031.14,9180.0,39.07,141.0,Cluster,0.15,1.87,10.12,0.344,,,40.02
C-9190,33032.88,33032.88,9190.0,0.79,107.0,Cluster,0.1,0.88,2.51,0.344,,,40.03
C-9210,33112.92,33112.92,9210.0,0.79,121.0,Cluster,0.12,2.48,4.75,0.344,,,40.0
ML-9220,33190.85,33190.85,9220.0,38.72,222.0,metal loss,0.11,3.66,7.36,0.344,,,40.02
C-9250,33304.46,33304.46,9250.0,32.28,353.5,Cluster,0.28,4.36,6.72,0.344,,,40.01
C-9250,33304.98,33304.98,9250.0,32.8,347.5,Cluster,0.11,3.67,5.55,0.344,,,40.01
C-9270,33374.95,33374.95,9270.0,23.38,185.0,Cluster,0.23,3.55,1.91,0.344,,,40.0
C-9270,33381.36,33381.36,9270.0,29.78,166.0,Cluster,0.31,1.76,1.32,0.344,,,40.0
C-9270,33381.84,33381.84,9270.0,30.26,162.0,Cluster,0.29,4.33,4.63,0.344,,,40.0
C-9270,33383.18,33383.18,9270.0,31.6,176.0,Cluster,0.13,4.98,1.64,0.344,,,40.0
C-9270,33390.29,33390.29,9270.0,38.71,166.5,Cluster,0.2,6.35,4.38,0.344,,,40.0
ML-9280,33405.66,33405.66,9280.0,14.08,135.0,metal loss,0.15,2.05,1.5,0.344,,,40.06
ML-9280,33405.96,33405.96,9280.0,14.38,130.0,metal loss,0.1,1.69,1.58,0.344,,,40.06
C-9280,33430.71,33430.71,9280.0,39.13,234.0,Cluster,0.21,2.27,10.7,0.344,,,40.06
ML-9300,33479.84,33479.84,9300.0,8.19,347.0,metal loss,0.13,0.75,0.63,0.344,,,40.0
C-9300,33480.23,33480.23,9300.0,8.58,374.0,Cluster,0.26,3.61,3.29,0.344,,,40.0
C-9300,33480.35,33480.35,9300.0,8.7,338.5,Cluster,0.13,3.37,2.1,0.344,,,40.0
ML-9300,33481.04,33481.04,9300.0,9.4,328.0,metal loss,0.15,0.79,0.71,0.344,,,40.0
C-9310,33512.3,33512.3,9310.0,0.65,151.5,Cluster,0.33,4.28,21.68,0.344,,,39.97
C-9330,33592.28,33592.28,9330.0,0.74,143.0,Cluster,0.25,4.87,17.39,0.344,,,39.92
ML-9340,33638.82,33638.82,9340.0,7.35,77.5,metal loss,0.1,2.99,0.67,0.344,,,39.91
C-9340,33670.4,33670.4,9340.0,38.93,206.5,Cluster,0.1,2.71,8.94,0.344,,,39.91
C-9360,33750.65,33750.65,9360.0,39.28,239.0,Cluster,0.34,0.94,5.43,0.344,,,40.18
ML-9370,33753.51,33753.51,9370.0,1.96,372.5,metal loss,0.13,1.06,1.1,0.344,,,24.73
ML-9390,33817.11,33817.11,9390.0,0.78,373.0,metal loss,0.36,0.91,8.35,0.344,,,39.99
ML-9390,33853.06,33853.06,9390.0,36.73,358.5,metal loss,0.1,1.1,1.18,0.344,,,39.99
ML-9390,33853.37,33853.37,9390.0,37.04,362.0,metal loss,0.12,0.71,0.71,0.344,,,39.99
ML-9400,33895.42,33895.42,9400.0,39.1,330.0,metal loss,0.16,0.71,1.53,0.344,,,39.98
ML-9420,33949.1,33949.1,9420.0,12.79,120.5,metal loss,0.13,2.84,2.36,0.344,,,40.04
ML-9420,33975.28,33975.28,9420.0,38.98,275.0,metal loss,0.18,3.7,0.87,0.344,,,40.04
C-9420,33975.32,33975.32,9420.0,39.02,223.5,Cluster,0.1,2.64,8.5,0.344,,,40.04
C-9420,33975.39,33975.39,9420.0,39.08,291.5,Cluster,0.16,2.63,7.23,0.344,,,40.04
C-9440,34024.54,34024.54,9440.0,8.15,192.5,Cluster,0.18,4.12,3.94,0.344,,,40.06
C-9440,34025.04,34025.04,9440.0,8.66,189.5,Cluster,0.25,2.81,3.37,0.344,,,40.06
ML-9440,34055.57,34055.57,9440.0,39.18,314.0,metal loss,0.21,1.38,4.41,0.344,,,40.06
ML-9450,34057.22,34057.22,9450.0,0.77,321.5,metal loss,0.11,0.71,0.67,0.344,,,39.96
C-9470,34137.11,34137.11,9470.0,0.71,197.5,Cluster,0.22,2.92,11.5,0.344,,,39.99
C-9470,34137.13,34137.13,9470.0,0.72,110.0,Cluster,0.19,2.6,14.89,0.344,,,39.99
